Scenario,Law,Similarity
"Delhi Police claimed to have busted a child trafficking racket with the ar rest of eight people from Ro- hini district's Begampur and Punjab. The gang allegedly sold newborn babies for Rs 12 15 lakh in Delhi after buying them from poor families in Punjab for about Rs 50,000. ","IPC  Section 81 of Juvenile Justice Act - Provided that where such offence is committed by a person having actual charge of the child, including employees of a hospital or nursing home or maternity home, the term of imprisonment shall not be less than three years and may extend up to seven years.",1
 a 10-year-old girl from Andheri who required a two-hour oper- ation and 45 stitches after be ing bitten by a German Shep- herd belonging to a tenant neighbour in Dec 2023. ,IPC sections 289 for negligent conduct with respect to an animal ,1
 a 10-year-old girl from Andheri who required a two-hour oper- ation and 45 stitches after be ing bitten by a German Shep- herd belonging to a tenant neighbour in Dec 2023. ,IPC section 337 for causing hurt by an act endangering life or personal safety,1
"A raid was conducted and the gang was busted when its operatives were trying to pack the pseudoephedrine in a co- ver consignment of multigra in food mix. Three smugglers, who belong to Tamil Nadu, were arrested The cartel is learnt to have sent 45 consignments worth Rs2000 crores to foreign desti- nations in the last 3 years.","The Narcotic Drugs and Psychotropic Substances Act, 1985, commonly referred to as the NDPS Act, is an Act of the Parliament of India that prohibits a person the production/manufacturing/cultivation, possession, sale, purchasing, transport, storage, and/or consumption of any narcotic drug or psychotropic substance.",1
"Sharma allegedly palled off a stunt from Shah Rukh Khan-star ver Don' on Wednesday night,driving in reverse as a police vehicle closed down on him, the two vehicles locked in a chase that cut hrough high-speed traffic moving in the opposite direction. ",IPC section 104 - obstruction in police work,1
"Nergesh Meerza, a flight attendant with Air India, filed a complaint with the National Commission for Women (NCW) alleging gender discrimination in promotions and work conditions.","Equal Remuneration Act, 1976. - An Act to provide for the payment of equal remuneration to men and women workers and for the prevention of discrimination, on the ground of sex, against women in the matter of employment and for matters connected therewith or incidental thereto.",1
The mismanagement and corruption in the mid-day meal scheme ,IPC Section 409 (criminal breach of trust by a public servant),1
The lack of infrastructure in rural schools for marginalized communities,"Right of Children to Free and Compulsory Education (RTE) Act, 2009- An Act to provide for free and compulsory education to all children of the age of six to fourteen years. ",1
"A doctor of a govt hospital was tricked into pay ing Rs 24 lakh on the expecta tion of high returns from ""the stock market"". The doctor, who is current ly posted as a medical officer, told police that he used to watch videos related to the stock market on the internet. "," IPC sections 419 - cheating - Whoever cheats by personation shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both.",1
"A doctor of a govt hospital was tricked into pay ing Rs 24 lakh on the expecta tion of high returns from ""the stock market"". The doctor, who is current ly posted as a medical officer, told police that he used to watch videos related to the stock market on the internet. ",IPC section 120B - criminal conspiracy under the Indian Penal Code. ,1
"A team of officials from Bureau of Indian Standards (BIS) Noida branch office conducted an enforcement search and seizure operation on February 24, 2024, at M/s Neptune India Limited, Sector-59, Noida, on information of suspected violation of quality control order. During the operation, around 1325 capacitors were seized.","Section 29 of BIS Act -Section 29 of the Bureau of Indian Standards (BIS) Act, 2016, pertains to the conformity assessment schemes. It empowers the Central Government to establish various conformity assessment schemes, such as the Compulsory Registration Scheme (CRS) and the Self Declaration Scheme (SDS), to ensure that goods conform to the relevant Indian standards before they are sold or distributed in India.",1
"In a remote village in India, located in a hilly and forested region, there is a lack of proper road connectivity. The existing roads are unpaved and become unusable during the monsoon season, cutting off the village from the nearest town and affecting access to markets, healthcare, and education.","The National Highways Act, 1956: This Act provides for the declaration of certain highways as national highways and empowers the government to acquire land for the development and maintenance of national highways.",1
"a 21-year-oldman who bought an illegal gun to post pic tures with it on social media and garner likes, saying the ""sufficiently stringent"" order was necessary to deter ""like-mind- ed youths who perceive a sense of pride and achievement in showing off illegal weapons on social media"". ","IPC section 25 (1-BA) of the Arms Act - Whoever, by using force, takes the firearm from the police or armed forces shall be punishable with imprisonment for a term which shall not be less than ten years but which may extend to imprisonment for life and shall also be liable to fine",1
" Nearly two we eks after a 73-year-old man was thrashed by three men during a parking quarrel in west Delhi's Subhash Nagar, he succumbed to his injuries on Thursday The victim was identified as Amar Singh, who was un- dergoing treatment in a hospi- tal. Police said the fight broke out among neighbours on No- vember 5 when the victim's son Abhishek Singh, who lives on the third floor with his fa- mily in Subhash Nagar, objec ted to a neighbour parking a car in front of the building. According to the victim's wife, Sonia, their neighbour Rajkumar Madan and his two sons attacked her hus- band and when her father-in- law, Amar Singh, intervened, they beat him up too on No- vember 5. The elderly man fell to the ground. He was admit- ted to the ICU. Sources said the dispute had been going on for a while, and matters came to a head that day. Police have arrested all three accused, Madan and his sons, Ayush and Shivam, Sources said the dispute had been going on for a while, and matters came to a head on November 5. Police have arrested all three accused, Madan and his sons Ayush and Shivam, from their residence from their residence. ","IPC Section 308 (attempt to commit culpable homicide) - Whoever does any act with such intention or knowledge and under such circumstances that, if he by that act caused death, he would be guilty of culpable homicide not amounting to murder, shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both",1
"An iron rod was anus when he objected to the verbal abuse by another labo urer and his associates in Khyala, west Delhi. inserted into a labourer's The 28-year-old factory la bourer from Bihar has told police that three people as saulted him on the night of November 12. ",IPC sections 324 (voluntarily causing hurt by dangerous weapons or means),1
"An iron rod was anus when he objected to the verbal abuse by another labo urer and his associates in Khyala, west Delhi. inserted into a labourer's The 28-year-old factory la bourer from Bihar has told police that three people as saulted him on the night of November 12. ",IPC section 341 (punish ment for wrongful restraint),1
"An iron rod was anus when he objected to the verbal abuse by another labo urer and his associates in Khyala, west Delhi. inserted into a labourer's The 28-year-old factory la bourer from Bihar has told police that three people as saulted him on the night of November 12. ",IPC section 34 (acts done by several persons in furtherance of common intention) ,1
"In a tragic road accident, three people lost their lives and four people were injured after their car collided with a truck on the Badarpur flyover in southe- ast Delhi on Sunday. Police said the car, carry- ing seven passengers, was on Its way to Okhla's Sanjay Co- lony from a wedding in Hary. ana's Faridabad when it vee red out of control on the Ba darpur flyover, crashing into a divider and ultimately colliding with a truck travelling in the opposite direction. The collision proved fatal for Raj (21), Sanju (38), and Di nesh (22), while leaving four others injured. DCP (southeast) Rajesh Deo said they received a PCR call at 12.48 am about the inci dent near the Honda showro om on the Badarpur flyover. ""A team was rushed to the spot, where a car was discove red in a completely mangled condition, along with a truck that had its front end dama ged from the impact of the col lision. The injured were rus hed to a hospital for medical attention, but three of them succumbed to their injuries,"" said the senior police official. The DCP added that among the injured, Ansul (18) MANGLED REMAINS: The vehicles involved in the collision was in critical condition and undergoing treatment for his injuries. Neeraj (18), Ajit (28), and Vishal (28) were stable and receiving medical care Police investigation reve aled that while on the flyover the car driver lost control of the vehicle and hit a divider first. Due to the impact of the POLICE SAY Six of them hailed from Mathura in UP, while Sanju was from Tripura, yet they were all settled permanently in Okhla collision, the car bounced off the divider onto the opposite carriageway, where it collided with a moving truck. ","Electricity Act, 2003 - Specifies norms and standards for energy efficiency and conservation in the electricity sector.",0
"A three-year- old girl was crushed to death by a valet parking a visitor's car at Shipra Mall of Indira puram on Saturday evening. The girl's father said he pleaded with folded hands, but failed to get any vehicle to take her bleeding daugh- ter to hospital. As the clock ticked away, the girl's father rushed to the parking lot to get his bike and took his daughter to a nearby health facility, where she succum bed to the injuries. Vineet Sethi, the manpar king the car, was arrested. Vivek Pandey - a mana ger at a fuel station-had ta ken his wife Garima and daughter Ridhi to the mall for a movie. Around 7pm. they came out of the mall to go back home when the car mowed her down at a tur ning on the mall premises. ""The valet parking the car did not see the little girl. She was knocked down and suffered grievous injuries to her head. She started ble eding from the injuries and was taken to a private hospital. She had lost a lot of blood The car that led to the tragic end for the child. Doctors could not revive her,"" said Nimish Patil, DCP (trans-Hindon).","Electricity Act, 2003 - Specifies norms and standards for energy efficiency and conservation in the electricity sector.",0
"A nine-year-old girl appeared in a Chennai court to recount in chilling detail how her father killed her mother and grandfather, closing a case that hinged on her testimony and leading the judge to convict and sen- tence accused Abdul Khader to life imprisonment for the double murder. The child's appearance at Chennai's Mahila court for final day of the trial had those present gaping as she spoke of helplessly witnessing her father striking her mother Ghouse Unisa and grandfa- Man takes daughter to cops over phone 'addiction', held after she reveals rape Amman was arrested on charges of sexually assaulting his Aminor daughter.","The Wildlife Protection Act, 1972: This law focuses on protecting and conserving wildlife in India. It's completely irrelevant to the scenario involving assault and murder.",0
"Sharma, 48, had died after falling from eighth floor of Mangalam Aad- har Apartments in Sikandra during a police raid on Friday evening. Cops claimed Sharma was attempting to escape from the balcony of an adja cent flat when he slipped and fell. The incident sparked protests by legal fra- ternity who demanded action against the policemen involved.""They dragged my husband to flat number 802, adjacent to our own, where he died after being pushed from the balcony. The policemen also took away important documents from our apartment and destroyed evi- dence,"" the complaint said.","The Information Technology Act, 2000: This act primarily deals with regulations concerning cyberspace and electronic information. It doesn't hold any relevance to the physical altercation described.",0
"A teenager, allegedly on a joyride with his friend, was responsible for Wednesday night's car crash that killed one person and injured nine others in Mayur Vihar Phase 3, police said on Thursday","National Food Security Act (NFSA), 2013: This act aims to provide food and nutritional security by ensuring access to adequate quantity of quality food at affordable prices to people belonging to eligible households.",0
" Delhi Police has filed an FIR on a complaint of a lawyer against a Tamil Nadu minister for his alleged threatening remarks against Prime Minister Narendra Modi.The complainant alleged that at a public rally, the TN minister for rural industries, cottage indu stries, and small industries, had threatened PM. ","Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act, 1989: This act provides for the prevention of atrocities against Scheduled Castes and Scheduled Tribes and for the effective protection of their civil rights. It aims to prevent and punish offenses against members of these communities.",0
"Four members of a family in new Delhi, including two children, were killed and 11 others injured after a massive fire broke out at a four-storey resi dential building in Geeta Co- lony's Shastri Nagar early Thursday morning. Accor ding to police, an electrical spark between wires may ha- ve caused the blaze.","Electricity Act, 2003 - Specifies norms and standards for energy efficiency and conservation in the electricity sector.",0
"An 8-year-old boy who went missing on Monday has been fo- und murdered in Bawana. Police ha- ve arrested a family friend who alle gedly had a feud with the boy's mot- her and wanted to teach her a lesson. The deceased was identified as Shivam who lived with his family in Bawana. His father works at a factory. Shivam's father complained on Monday that his son had gone mis- sing since 2pm. Police found that Gay- asuddin, a family friend, was also missing. ","Electricity Act, 2003 - Specifies norms and standards for energy efficiency and conservation in the electricity sector.",0
"A 32-year-old tea cher was allegedly strangled and her body was dumped at a playschool in Narela, ","The Sale of Goods Act, 1930, defines a contract wherein the seller of particular goods transfers or agrees to transfer the goods to the buyer for some price. .",0
"Delhi Police claimed to have busted a child trafficking racket with the ar rest of eight people from Ro- hini district's Begampur and Punjab. The gang allegedly sold newborn babies for Rs 12 15 lakh in Delhi after buying them from poor families in Punjab for about Rs 50,000. ","The Consumer Protection Act, 2019, offers consumer rights and redressal mechanisms for getting a refund or replacement.",0
 a 10-year-old girl from Andheri who required a two-hour oper- ation and 45 stitches after be ing bitten by a German Shep- herd belonging to a tenant neighbour in Dec 2023. ,"The Sale of Goods Act, 1930, defines a contract wherein the seller of particular goods transfers or agrees to transfer the goods to the buyer for some price. .",0
"A raid was conducted and the gang was busted when its operatives were trying to pack the pseudoephedrine in a co- ver consignment of multigra in food mix. Three smugglers, who belong to Tamil Nadu, were arrested The cartel is learnt to have sent 45 consignments worth Rs2000 crores to foreign desti- nations in the last 3 years.","Electricity Act, 2003 - Specifies norms and standards for energy efficiency and conservation in the electricity sector.",0
"Sharma allegedly palled off a stunt from Shah Rukh Khan-star ver Don' on Wednesday night,driving in reverse as a police vehicle closed down on him, the two vehicles locked in a chase that cut hrough high-speed traffic moving in the opposite direction. ","The Wildlife Protection Act, 1972: This law focuses on protecting and conserving wildlife in India. It's completely irrelevant to the scenario involving assault and murder.",0
"Nergesh Meerza, a flight attendant with Air India, filed a complaint with the National Commission for Women (NCW) alleging gender discrimination in promotions and work conditions.","The Motor Vehicles Act, 1956 (Section 181): stipulates the kind of licences needed and the prescribed age requirements to apply for them.",0
The mismanagement and corruption in the mid-day meal scheme ,"the Industrial Disputes Act, 1947, makes provision for the investigation and settlement of Industrial Disputes, and for certain other purposes. Where as it is expedient to make provision for the investigation and settlement of industrial disputes.",0
The lack of infrastructure in rural schools for marginalized communities,"Electricity Act, 2003 - Specifies norms and standards for energy efficiency and conservation in the electricity sector.",0
"A doctor of a govt hospital was tricked into pay ing Rs 24 lakh on the expecta tion of high returns from ""the stock market"". The doctor, who is current ly posted as a medical officer, told police that he used to watch videos related to the stock market on the internet. ",Child Marriage Restraint Act (1929): This act set minimum legal ages for marriage in India. Its crucial since Savitri's age is potentially under consideration within the scenario.,0
"A team of officials from Bureau of Indian Standards (BIS) Noida branch office conducted an enforcement search and seizure operation on February 24, 2024, at M/s Neptune India Limited, Sector-59, Noida, on information of suspected violation of quality control order. During the operation, around 1325 capacitors were seized.","Special Marriage Act (1954): Provides a framework for civil marriages in India, including registration procedures. This is directly relevant as they appear to be attempting a legally recognized marriage.",0
"In a remote village in India, located in a hilly and forested region, there is a lack of proper road connectivity. The existing roads are unpaved and become unusable during the monsoon season, cutting off the village from the nearest town and affecting access to markets, healthcare, and education.","the Industrial Disputes Act, 1947, regulates the labour laws as it concerns all the workmen or all the people employed on the Indian mainland.. It makes provision for the investigation and settlement of Industrial Disputes, and for certain other purposes. Where as it is expedient to make provision for the investigation and settlement of industrial disputes. ",0
"a 21-year-oldman who bought an illegal gun to post pic tures with it on social media and garner likes, saying the ""sufficiently stringent"" order was necessary to deter ""like-mind- ed youths who perceive a sense of pride and achievement in showing off illegal weapons on social media"". ","The Sale of Goods Act, 1930, defines a contract wherein the seller of particular goods transfers or agrees to transfer the goods to the buyer for some price. It defines—(1) A contract of sale of goods is a contract whereby the seller transfers or agrees to transfer the property in goods to the buyer for a price. There may be a contract of sale between one part-owner and another. (2) A contract of sale may be absolute or conditional.",0
" Nearly two we eks after a 73-year-old man was thrashed by three men during a parking quarrel in west Delhi's Subhash Nagar, he succumbed to his injuries on Thursday The victim was identified as Amar Singh, who was un- dergoing treatment in a hospi- tal. Police said the fight broke out among neighbours on No- vember 5 when the victim's son Abhishek Singh, who lives on the third floor with his fa- mily in Subhash Nagar, objec ted to a neighbour parking a car in front of the building. According to the victim's wife, Sonia, their neighbour Rajkumar Madan and his two sons attacked her husband and when her father-in- law, Amar Singh, intervened, they beat him up too on No- vember 5. The elderly man fell to the ground. He was admit- ted to the ICU. Sources said the dispute had been going on for a while, and matters came to a head that day. Police have arrested all three accused, Madan and his sons, Ayush and Shivam, Sources said the dispute had been going on for a while, and matters came to a head on November 5. Police have arrested all three accused, Madan and his sons Ayush and Shivam, from their residence from their residence. ","The Consumer Protection Act, 2019, offers consumer rights and redressal mechanisms for getting a refund or replacement. It does the following functions : (i) inquiring into violations of consumer rights, investigating and launching prosecution at the appropriate forum; (ii) passing orders to recall goods or withdraw services that are hazardous, reimbursement of the price paid, and discontinuation of the unfair trade practices, as defined in the Bill; (iii) issuing directions to the concerned trader/ manufacturer/ endorser/ advertiser/ publisher to either discontinue a false or misleading advertisement, or modify it; (iv) imposing penalties, and; (v) issuing safety notices to consumers against unsafe goods and services.",0
"An iron rod was anus when he objected to the verbal abuse by another labo urer and his associates in Khyala, west Delhi. inserted into a labourer's The 28-year-old factory la bourer from Bihar has told police that three people as saulted him on the night of November 12. ","The Motor Vehicles Act, 1956 (Section 181): stipulates the kind of licences needed and the prescribed age requirements to apply for them.The Act provides in detail the legislative provisions regarding licensing of drivers/conductors, registration of motor vehicles, control of motor vehicles through permits, special provisions relating to state transport undertakings, traffic regulation, insurance, liability, offences and penalties, etc.",0
A person is arrested for driving under the influence of alcohol after being stopped by the police while driving erratically.," IPC Section 337 (causing hurt) and IPC Section 304A - If a person, while driving under the influence of alcohol, causes an accident that results in the death of another person due to their negligent driving, they can be charged under this section. The punishment for this offense is imprisonment for a term which may extend to two years, or with fine, or with both. Punishment: 2 Years or Fine or Both",1
"A teenager, allegedly on a joyride with his friend, was responsible for Wednesday night's car crash that killed one person and injured nine others in Mayur Vihar Phase 3, police said on Thursday","IPC sections of 279 (rash driving or riding on a public way) -Whoever drives any vehicle, or rides, on any public way in a manner so rash or negligent as to endanger human life, or to be likely to cause hurt or injury to any other person, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both. - Punishment:6 Months or Fine or Both",1
"Two men were arrested on Thursday for allegedly selling fake mobile phones and cheating gullible customers. Ankit (23), a resident of Mathura, was sold two fake mobile phones at Old Lajpat Rai Market for Rs 26,000.  The complainant claimed that he was handed fake phones after he made the payment and was even threatened when he objected to it.","IPC - Sections 420 (Cheating) - Whoever cheats and thereby dishonestly induces the person deceived to deliver any property to any person, or to make, alter or destroy the whole or any part of a valuable security, or anything which is signed or sealed, and which is capable of being converted into a valuable security, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine - Punishment 7 years or fine ",1
"Two men were arrested on Thursday for allegedly selling fake mobile phones and cheating gullible customers. Ankit (23), a resident of Mathura, was sold two fake mobile phones at Old Lajpat Rai Market for Rs 26,000.  The complainant claimed that he was handed fake phones after he made the payment and was even threatened when he objected to it."," IPC section 467 (Forgery of valuable security)  - Whoever forges a document which purports to be a valuable security or a will, or an authority to adopt a son, or which purports to give authority to any person to make or transfer any valuable security, or to receive the principal, shall be punished with imprisonment for life, or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine. ",1
" A businessman in Ghaziabad who suffered massive losses during the pandemic allegedly killed his wife and son with a kitchen knife and slit his own throat at home in Kavi Nagar on Thursday. In one of the notes scribbled down in Feb, he said he wanted to die because of his mounting debt. Even on Thursday he wrote a note, saying he had given upon the struggle. He asked his family members to for give him and said he would kill his wife and son.","IPC Section 302: Murder. Whoever commits murder shall be punished with death, or imprisonment for life, and shall also be liable to fine. Punishment - Death or Imprisonment for life",1
" Delhi Police has filed an FIR on a complaint of a lawyer against a Tamil Nadu minister for his alleged threatening remarks against Prime Minister Narendra Modi.The complainant alleged that at a public rally, the TN minister for rural industries, cottage indu stries, and small industries, had threatened PM. "," IPC sections 153 (Wantedly provocation with intent to cause riot - Punishment : 1 Year or 6 months imprisonment), 268 (public nuisance), 505 (statements conducing to public mischief-Punishment: 3 Years jail + fine or both or 5 years jail + fine) ",1
"A teenager, allegedly on a joyride with his friend, was responsible for Wednesday night's car crash that killed one person and injured nine others in Mayur Vihar Phase 3, police said on Thursday",IPC sections of 337 (causing hurt by act endangering life or personal safety of others - Punishment: 6 months jail or fine or both) and 304 (culpable homicide - Punishment : imprisonment for life or 10 years or fine or both) ,1
" Delhi Police has filed an FIR on a complaint of a lawyer against a Tamil Nadu minister for his alleged threatening remarks against Prime Minister Narendra Modi.The complainant alleged that at a public rally, the TN minister for rural industries, cottage indu stries, and small industries, had threatened PM. ","IPC sections 503 (criminal intimidation), and 506 punishment for criminal intimidation) ",1
"Four members of a family in new Delhi, including two children, were killed and 11 others injured after a massive fire broke out at a four-storey resi dential building in Geeta Co- lony's Shastri Nagar early Thursday morning. Accor ding to police, an electrical spark between wires may ha- ve caused the blaze.","IPC section 285 Neglibible conduct with respect to fire or combustible matter - Whoever does, with fire or any combustible matter, any act so rashly or negligently as to endanger human life, or to be likely to cause hurt or injury to any other person, or knowingly or negligently omits to take such order with any fire or any combustible matter in his possession as is sufficient to guard against any probable danger to human life from such fire or combustible matter, shall be Punishment - with imprisonment for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both.
",1
"Four men were booked for allegedly assaulting a visitor while dancing at a club in the Gurgaon city on Sunday night.In her twenties, the woman told police on Monday that she had gone to the club with her husband and had just hit the dance floor when the four men accused misbehaved with her.
This led to an argument, which soon escalated intoascuffle.
","IPC sections 323 (voluntarily causing hurt - Punishment : 1 year jail , fine or both), and 34 (When a criminal act is done by several persons in furtherance of the common intention of all, each of such persons is liable for that act in the same manner as if it were done by him alone)",1
"Four men were booked for allegedly assaulting a visitor while dancing at a club in the Gurgaon city on Sunday night.In her twenties, the woman told police on Monday that she had gone to the club with her husband and had just hit the dance floor when the four men accused misbehaved with her.
This led to an argument, which soon escalated intoascuffle.
","IPC section 354 (assault of criminal force to woman with intent to outrage her modesty) -Whoever assaults or uses criminal force to any woman, intending to outrage or knowing it to be likely that he will there by outrage her modesty1, shall be Puishment -  with imprisonment of either description for a term which shall not be less than one year but which may extend to five years, and shall also be liable to fine.",1
"Delhi Police's crime branch has unearthed a massive racket of manufacturing and selling of counterfeit cancer and chemotherapy drugs with the arrest of 7 persons. The syndicate, police said, played with people's lives by providing fake medicines with no active ingredients. Special commissioner seized spurious medicines with labels of seven international and two Indian brands worth Rs 4 crore, besides empty vials, packaging material and machinery from the accused.","IPC Section 274: Adulteration of drugs(Punishment- 6 months jail or fine or both), 275(Whoever, knowing any drug or medical preparation to have been adulterated in such a manner as to lessen its efficacy, to change its operation, or to render it noxious, sells the same, or offers or exposes it for sale, or issues it from any dispensary for medicinal purposes as unadulterated, or causes it to be used for medicinal purposes by any person not knowing of the adulteration punishment: imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both)",1
"Delhi Police's crime branch has unearthed a massive racket of manufacturing and selling of counterfeit cancer and chemotherapy drugs with the arrest of 7 persons. The syndicate, police said, played with people's lives by providing fake medicines with no active ingredients. Special commissioner seized spurious medicines with labels of seven international and two Indian brands worth Rs 4 crore, besides empty vials, packaging material and machinery from the accused.","IPC sections 415-422 - Cheating : Whoever cheats and thereby dishonestly induces the person deceived to deliver any property to any person, or to make, alter or destroy the whole or any part of a valuable security, or anything which is signed or sealed, and which is capable of being converted into a valuable security, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine - Punishment 7 years or fine ",1
"Delhi Police's crime branch has unearthed a massive racket of manufacturing and selling of counterfeit cancer and chemotherapy drugs with the arrest of 7 persons. The syndicate, police said, played with people's lives by providing fake medicines with no active ingredients. Special commissioner seized spurious medicines with labels of seven international and two Indian brands worth Rs 4 crore, besides empty vials, packaging material and machinery from the accused.","IPC Sections 17B: Prohibition of manufacture and sale of certain drugs and cosmetics, 18: Misbranded drugs, 27: Penalty for manufacture, sale, etc., of drugs or cosmetics in contravention of this ",1
" A court, while setting aside an order of a magisterial court sentencing a man on the charge of rash and negligent driving for causing an accident in 2013, has directed Delhi Police to keep barricades well-illuminated.","IPC sections of 279 (rash driving or riding on a public way) -Whoever drives any vehicle, or rides, on any public way in a manner so rash or negligent as to endanger human life, or to be likely to cause hurt or injury to any other person, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both. - Punishment:6 Months or Fine or Both",1
"On June 18, 2018, 45-year-old Qasim was killed and 62-year-old Samiudeen was assaulted by a mob that accused them of cow slaughter, which is banned in Uttar Pradesh.Qasim was attacked with a screwdriver and sickle in Bajera Khurd village by the mob. Post-mortem reports revealed that he had multiple bruises on his back, fractured ribs, and cuts on his shoulders, knees, abdomen and head. He had been accompanied by his friend Samiudeen who was also brutally assaulted. Samiudeen remained bedridden for months."," IPC sections 302(Murder. Whoever commits murder shall be punished with death, or imprisonment for life, and shall also be liable to fine. Punishment - Death or Imprisonment for life), 307(Whoever does any act with such intention or knowledge, and under such circumstances that, if he by that act caused death, he would be guilty of murder. Punishment: Imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine; When any person offending under this section is under sentence of imprisonment for life, he may, if hurt is caused, be punished with death)",1
"On June 18, 2018, 45-year-old Qasim was killed and 62-year-old Samiudeen was assaulted by a mob that accused them of cow slaughter, which is banned in Uttar Pradesh.Qasim was attacked with a screwdriver and sickle in Bajera Khurd village by the mob. Post-mortem reports revealed that he had multiple bruises on his back, fractured ribs, and cuts on his shoulders, knees, abdomen and head. He had been accompanied by his friend Samiudeen who was also brutally assaulted. Samiudeen remained bedridden for months.","IPC Section 146(rioting) -Whenever force or violence is used by an unlawful assembly, or by any member thereof, in prosecution of the common object of such assembly, every member of such assembly is guilty of the offence of rioting.",1
"A man in his 20s has been arrested for allegedly abducting and sexually assaulting a 15- year-old girl, police said on Monday. The survivor has been rescued from UP. The accused, Deepak Yadav, a resident of south-east Delhi, lived in the same locality as the minor. ","Protection of Children from Sexual Offences Act (POCSO), 2012: This comprehensive law specifically addresses sexual offenses against children, making offenses like rape and assault of minors especially severe.",1
"A man in his 20s has been arrested for allegedly abducting and sexually assaulting a 15- year-old girl, police said on Monday. The survivor has been rescued from UP. The accused, Deepak Yadav, a resident of south-east Delhi, lived in the same locality as the minor. ","IPC Sections for 359(kidnapping), 340(wrongful confinement-Whoever wrongfully restrains any person in such a manner as to prevent that person from proceeding beyond certain circumscribing limits, is said “wrongfully to confine” that person )",1
"A man in his 20s has been arrested for allegedly abducting and sexually assaulting a 15- year-old girl, police said on Monday. The survivor has been rescued from UP. The accused, Deepak Yadav, a resident of south-east Delhi, lived in the same locality as the minor. ","IPC Section of 375 - Rape , 376 Punishment for Rape : Rigorous Imprisonment for 10 years to Imprisonment for Life + Fine, or 20 years + Fine or Natural-Life + Fine)",1
"A court recently con- victed and sentenced a woman to six months in jail for not filing an income tax return (ITR) on an income of Rs 2 crore.
The case pertains to a complaint filed by the Income Tax Office (ITO), alleging that a tax deducted at source (TDS) amounting to Rs 2 lakh was deducted against the receipt of Rs 2 crore made by the accused during the financial year 2013-14. However, no return of income for the assessment year 2014-15 was filed by the assessee or accused.","Section 276CC of the Income Tax Act, 1961, specifies that if a person willfully fails to furnish a return of income required under section 139(1) of the Income Tax Act within the time allowed, they can be punishable with rigorous imprisonment for a term which may extend to seven years and with fine.",1
"In the Burari apartment, the fire happened on Feb 27, when the Nigerians along with their associates were allegedly trying to make some drug. An explosion happened when a chemical was added to a drug. The apartment got engulfed in a fire. The victims were rushed to a hospital by their associates who later fled the sce ne after admitting them. 
","IPC  Section 27: Possession of Narcotic Drugs -  possession of small quantities for personal consumption of drugs is a punishable offence, and can attract a fine of ?10,000 and imprisonment of six months or both.
",1
"In the Burari apartment, the fire happened on Feb 27, when the Nigerians along with their associates were allegedly trying to make some drug. An explosion happened when a chemical was added to a drug. The apartment got engulfed in a fire. The victims were rushed to a hospital by their associates who later fled the sce ne after admitting them. 
","IPC Sections 20,22,27C - Punishment for Offenses",1
"In the Burari apartment, the fire happened on Feb 27, when the Nigerians along with their associates were allegedly trying to make some drug. An explosion happened when a chemical was added to a drug. The apartment got engulfed in a fire. The victims were rushed to a hospital by their associates who later fled the sce ne after admitting them. 
",IPC Section 36: Provides for the establishment of Special Courts for the speedy trial of offenses under the Narcotics Drugs and Psychotropic Substances Act,1
A Delhi Police team was assailed by a mob in a west Delhi locality on Sunday evening during a raid to ar rest criminal Mohammad Adil. A video showing the cops under attack surfaced on social media on Monday. Police had managed to whisk Adil away while arresting three people for the assault on the cops.,"IPC sections 186 (obstructing public servant in discharge of public functions) - Whoever voluntarily obstructs any public servant in the discharge of his public functions. Punishment: imprisonment of either description for a term which may extend to three months, or with fine which may extend to five hundred rupees, or with both.",1
A Delhi Police team was assailed by a mob in a west Delhi locality on Sunday evening during a raid to ar rest criminal Mohammad Adil. A video showing the cops under attack surfaced on social media on Monday. Police had managed to whisk Adil away while arresting three people for the assault on the cops.,"IPC Section 353 (assault or criminal force to deter public servant from discharge of his  - Whoever assaults or uses criminal force to any person being a public servant in the execution of his duty as such public servant, or with intent to prevent or deter that person from discharging his duty as such public servant, or in consequence of anything done or attempted to be done by such person to the lawful discharge of his duty as such public servant. Punishment - imprisonment of either description for a term which may extend to two years, or with fine, or with both",1
"Delhi Police has received complaints from several banks that they received fake currency Indian no- tes (FICN) with a face value of over Rs 54 lakh between July and Dec last year. The highest fa- ce value of fake notes-Rs 16.3 lakh -was received at a private bank, followed by another private bank that received Rs 15.7 lakh in fake notes. These notes were primarily in the denomination of Rs 500. 
",IPC Section 489C (possession of forged or counterfeit currency notes or bank notes) ,1
