case_id,summary,side
90,"In a case concerning alleged bribery of Members of Parliament (MPs) in connection with a no-confidence motion, the issue of parliamentary privilege and immunity from prosecution under Articles 105(2) and 194(2) of the Constitution was examined. Justice SP Bharucha, then Chief Justice, held that while alleged bribe-takers who cast their votes against the motion enjoyed immunity, those who abstained from voting and the alleged bribe-givers did not. The court emphasized that Parliament could proceed against both alleged bribe-takers and bribe-givers for breach of parliamentary privileges and contempt",1
91,"The appellant, Municipal Corporation, imposed and collected taxes from the assessee based on Capital Value assessment in the fiscal year 1998-1999, upon discovering that the assessee operated a commercial establishment within the premises. The property was later declared Enemy Property vested with the Custodian of Enemy Property for India. The assessment orders were contested by the assessee and other tenants but were ultimately dismissed. The appellant later issued a notice demanding payment from the assessee. The matter was brought before the court to determine the liability of the assessee to pay property tax and other local taxes to the Municipal Corporation.",1
92,"The appellant, the owner of an immovable property, entered into agreements with a builder for redevelopment. The complainants entered into an agreement with the builder to purchase a floor of the proposed building but were not handed over possession. They filed a complaint leading to a criminal case against the appellant, the builder, and a broker. The appellant sought anticipatory bail, which was initially granted but later withdrawn by the court. The High Court imposed a condition of depositing a certain amount as a condition for granting bail, which the appellant challenged before the Supreme Court.",1
93,"The appellant was charged with causing injury to the complainant by pelting stones, resulting in the loss of sight in one eye. After completing the investigation, the trial court framed charges against the appellant under Section 336 of the RPC. The prosecution presented evidence, including testimony from medical officers who treated the complainant.
The court found that the circumstances warranted the imposition of a deferred sentence, granting the appellant release on probation of good conduct under Section 562 of the CrPC and Section 4 of the Act of 1966. The appellant was required to enter into a bond, provide sureties, and maintain peace and good behavior for two years. Additionally, the appellant was directed to report to the Station House Officer (SHO) monthly and deposit compensation of Rs. 50,000 with the trial court for the complainant within two months.",1
94,"The incident occurred when students from a horticulture college were on an educational tour. Political unrest led to a procession by AIADMK party workers, resulting in the damaging and burning of buses carrying the students. Tragically, three students lost their lives in the fire, and others sustained injuries. Conflicting versions of the events were presented during the trial, creating doubt about the prosecution's case.

The trial court convicted 28 individuals, sentencing two to death and others to varying prison terms. On appeal, the High Court modified the convictions and reduced sentences for most defendants. However, the death sentences for three defendants were confirmed due to the deliberate and planned nature of the crime, qualifying as the ""rarest of the rare"" cases.",0
95,"The Indian Oil Corporation (IOC) entered into contracts with NEPC India Ltd. and its sister company Skyline NEPC Limited for the supply of aviation turbine fuel and aviation lubricants. Disputes arose when NEPC India Ltd. failed to make payments according to the agreed schedule, leading IOC to stop the supply of aircraft fuel. Subsequent attempts to resume supply under revised payment terms also failed.

IOC filed complaints against NEPC India Ltd. and its directors under sections 415 and 425 of the Indian Penal Code, alleging unauthorized removal of engines and parts from two hypothecated aircraft.

The defendants moved to quash the complaints, arguing that the basic ingredient of criminal breach of trust, entrustment, was missing. The High Court accepted this argument and quashed the complaints in their entirety.",0
96,"The petitioner, posing as a senior journalist, allegedly deceived the informant, who runs a real estate business, into believing that he could use his connections with government officials to expedite approvals for the informant's projects. The petitioner purportedly received large sums of money from the informant, promising to facilitate the necessary clearances. However, the petitioner failed to deliver on his promises and even provided a forged approval document. Upon discovering the deception, the informant filed an FIR against the petitioner.",1
97,"The bail applications (B.A.) in question relate to two crimes registered at the Ernakulam Town South Police Station. In Crime No. 2968/2023, accused individuals, including Sandeep, allegedly offered job visas under the banner of 'SPACE International' to the complainants for a fee, promising employment opportunities in the UK. The accused purportedly obtained Rs. 14 lakhs each from multiple complainants, totaling Rs. 56 lakhs, through the account of the 3rd accused. Similar allegations were made in Crime No. 2685/2023, with one complainant, where accused individuals obtained Rs. 14 lakhs with similar promises. Both cases allege offenses under sections 406, 420, 465, 468, and 471 of the IPC.",1
98,"The case involves the arrest of several individuals, including the appellant Mohd. Muslim, for allegedly being in possession of 180 kilograms of ganja. The prosecution alleged that the appellant and other co-accused were involved in purchasing and distributing ganja. Charges were framed under Sections 20/25/29 of the NDPS Act and Section 120B IPC, and bail applications were subsequently filed.

The district court rejected the appellant's bail application citing the gravity of the offenses alleged, severity of punishment, and the appellant's alleged role in the crime. However, the High Court, upon review, emphasized the need for a reasonable interpretation of Section 37 of the NDPS Act, which sets conditions for granting bail in such cases. It noted that a literal interpretation would effectively deny bail altogether, leading to punitive and unsanctioned preventive detention.
The High Court clarified that the court's satisfaction regarding the accused's guilt should be prima facie, based on a broad consideration of the material on record, without requiring meticulous examination of the investigation materials. It also highlighted the applicability of Section 436A, which deals with undue delay in trials.",1
99,"Chitra Ramakrishna, the applicant/accused, was involved in a case related to alleged wrongdoing at the National Stock Exchange (NSE), including the misuse of server architecture, passing of confidential information, and illegal appointment of Anand Subramanian. The investigation also looked into allegations of preferential access granted to certain brokers and the dissemination of trade data. The case involved multiple charges under various sections of the IPC, PC Act, and IT Act. Chitra Ramakrishna was granted bail by the court after considering the allegations, her role in the organization, and the progress of the investigation.",1
100,"The applicants were appointed to various positions within respondent No. 2. A CBI case was filed against them, alleging that they secured employment based on forged nomination letters purportedly issued by the Staff Selection Commission (SSC). Despite replying to show cause notices and providing requested information, the applicants' services were terminated without a proper inquiry. Similar orders of termination were issued to other officials, leading to legal challenges. The applicants filed Original Applications (OAs) seeking reinstatement and benefits similar to other reinstated employees. Eventually, the Tribunal ruled in favor of the applicants, quashing the termination orders and directing their reinstatement with only notional benefits.",0
101,"The case revolves around the village of Ravicherla, which was granted to the ancestors of the plaintiffs by the Government through a sanad issued in 1843. The grant contained a clause restricting the right of alienation, stating that no transfer of the village would be valid without the prior consent of the Government. The plaintiffs sought consent for the sale of the property, but it was refused by the Government. The plaintiffs then filed a suit against the Secretary of State, arguing that the restrictive clause on alienation was void.",0
102,"This case involves a firm of piece-goods merchants who kept their accounts under the mercantile system of accounting. In the first year, they reported a trading loss based on the market value of their remaining stock at the end of the year. However, in the subsequent year, they attempted to revert to the purchase price of the stock as the opening value, leading to a claimed loss. The income-tax authorities contested this, arguing that the opening value should remain consistent with the previous year's market value. The dispute revolves around whether the firm can adjust their reported losses between years based on fluctuating market values.",0
103,"This case involves a suit by a Muslim co-sharer seeking recovery of her share of her father's property from her siblings. The plaintiff, a minor, had her right to sue initially denied but not contested further. The main points of contention were whether the plaintiff was entitled to mesne profits from the immovable property and whether she was entitled to interest on her share of the assets from her father's partnership. The court dismissed arguments regarding mesne profits due to lack of discussion and issue in the lower court. Regarding interest, the court found that the Interest Act did not apply as the amount in dispute was not a debt or a certain sum payable at a certain time. Instead, the court relied on principles of equity and precedent to award interest. However, the court reduced the interest rate from 8% to 6% throughout the period.",1
104,"This case involves an appeal arising from a suit to set aside an order passed against the plaintiff who attached properties in execution of a decree obtained against the 2nd defendant. The dispute centers around whether a document (Ex. I) recording the dedication of land to a temple and the appointment of a Dharmakartha (trustee) requires registration. The District Munsif initially ruled in favor of the temple, but the Subordinate Judge reversed the decision, stating that Ex. I required registration for the title to pass to the temple. However, the appellant argues that Ex. I does not require registration as it constitutes a religious trust and does not transfer property directly. The court analyzes Ex. I and concludes that it does not require registration under the Trusts Act or the Transfer of Property Act. Additionally, the court emphasizes that dedication to a deity does not necessarily require a registered instrument. Since there was no proof of fraud before the District Munsif, and the finding of bona fide gift is not disputed, the court allows the appeal, reversing the Subordinate Judge's decision and restoring that of the District Munsif with costs.",1
105,"In a suit for partition titled C.S. No. 762 of 1926 concerning the P.M.A. Firm, two applications were made. The first application, relying on Order 31, Rule 5 of the Original Side Rules, sought relief for worshippers of a temple alleging trust funds in possession of the family. However, since notice was not given to all persons having claims against the family as required by the rule, the application was dismissed.

The second application, based on Order 1, Rule 10(2) of the Code of Civil Procedure, requested leave to add the applicants as parties to the suit. The applicants asserted that the alleged trust fund was a substantial liability of the family and their presence was necessary for complete adjudication of the suit. The court agreed, noting that if the alleged trust fund existed, it would affect the determination of the family's debts and liabilities. Citing precedents and the court's discretionary power under the rule, the judge ordered the addition of the applicants as party defendants, directing that proceedings be amended accordingly and costs be awarded to the applicants.",0
106,"Plaintiff Kothandarama Ayyar sued to recover his half-share of a debt from a promissory note executed by defendants 1 and 2 in favor of his deceased brother. Defendant 3, the widow of the deceased, was also involved. The dispute arose from the partition of family properties and agreements made thereafter. Defendant 1 raised objections regarding the suit's maintainability due to insolvency proceedings and the nature of the debt.",1
107,"The case involves John McIver being tried for criminal breach of trust, with two points of law reserved for decision: whether the plea of autrefois acquit was valid, and whether there was a legal entrustment of the property as alleged by the Crown. The plea was raised after an earlier acquittal for cheating, but the High Court's order left it open. The trial Judge reserved the points under Clause 25 of the Letters Patent, despite objections.",0
108,"The case revolves around the question of whether certain properties are held in trust for a deity or if the archakas (temple priests) possess any beneficial interest in them. Under Sections 69 and 70 of the Madras Hindu Religious Endowments Act, the income of temples determines the contributions they must make, making it crucial to ascertain whether specific properties belong to the institution. The dispute arises between the archakas, who argue that the properties were given to their ancestors subject to performing certain services or were annexed to the office of archaka, and the Board, which contends that the properties were dedicated absolutely to the deity. The absence of original grant deeds complicates the matter, as does the dual liability of the archakas to supply material and perform services.",1
109,"The appeal arises from a suit filed by the predecessor-in-title of respondents 1 to 5, seeking a declaration of full ownership of certain properties and to set aside an order dismissing a claim petition. The properties belonged to a joint Hindu family, and the plaintiff claimed ownership based on a contract of sale allegedly entered into with some of the family members. The plaintiff asserted that he had paid a substantial amount as consideration and eventually obtained a sale deed executed by the Official Receiver in the context of insolvency proceedings against some of the family members. The appellants, contesting defendants, disputed the existence of the contract and the binding nature of the sale deed against certain family members. They also raised questions about the interests of other family members and their rights in the properties. The lower court ruled in favor of the plaintiff, leading to this appeal.",0
110,"This case involves two connected appeals. One appeal is from an order dismissing the appellant's application to restore a petition to set aside a sale, which had been dismissed for default. The other appeal is from the order dismissing the petition to set aside the sale itself. The appellant, who was adjudicated insolvent, made the application to set aside the sale on various grounds. The application was dismissed for default, and the subsequent application to restore it was also dismissed. The first appeal regarding the restoration of the petition is deemed incompetent based on legal precedent. The second appeal challenges the dismissal of the application to set aside the sale. The main contention is whether the appellant, being an adjudicated insolvent, has the right to apply to set aside the sale under Order 21, Rule 90 of the Civil Procedure Code. Legal precedents establish that the insolvency of the judgment-debtor does not per se render such applications incompetent. Furthermore, it is argued that the appellant was unable to attend the hearing due to illness and that the court erred in refusing an adjournment. The appellate court finds in favor of the appellant on both grounds.",1
111,"This second appeal originates from a suit regarding the enforcement of a mortgage deed executed by the first defendant in favor of Ananthu Ammal, later assigned to the fourth defendant who then assigned the rights to the plaintiff. The fifth defendant, a subsequent mortgagee, claimed priority for a sum paid towards the renewal fee of the original kanom. The trial court and the appellate court both dismissed the fifth defendant's claim. However, further findings revealed that the fifth defendant was also a mortgagee under a previous mortgage deed. The fifth defendant paid a sum towards the renewal fee of the kanom, and the question arose whether this payment entitled the fifth defendant to priority over the plaintiff's mortgage.",1
112,"P.V. Damodara Reddi and D. Duraiswami Nayudu each applied for shares in Indian National Agencies, Limited. Their applications were considered at a directors' meeting and they were allotted two shares each. However, eight months later, the directors resolved to cancel the allotment. The applicants sought rectification of the register to reinsert their names, contending that the removal was illegal. The company argued that the allotments were void under Article 5 of the articles of association as they lacked consent from the general meeting.",1
113,"his appeal originates from a judgment by the Subordinate Judge of Masulipatam, dismissing O.S. No. 65 of 1942, where the plaintiffs, trustees of Sri Vuddandaraya Venugopalaswami Varu temple, sued to eject defendants 1, 2, and 4 from certain properties and declare them as temple properties. The plaintiffs argued that the properties belonged to the temple, while defendants 1 and 2 claimed archaka service inams or rights acquired by usage and custom. The Subordinate Judge found that the grant of the properties was to the temple, but defendants had long possession. He concluded that the archakas couldn't be dispossessed as long as they carried out temple services. However, he also found the suit barred by limitation. The plaintiffs appealed.",1
114,"In this case, the appellant, the owner of a house in Madras, leased it to the respondent on a month-to-month basis. The respondent failed to pay rent for July 1947, leading the appellant to file an eviction application under Section 7 of Madras Act XV of 1946. The Rent Controller ordered eviction without considering the lack of notice to quit under Section 111(h) of the Transfer of Property Act. The respondent appealed to the Court of Small Causes, which upheld the eviction. Subsequently, the respondent filed a suit in the High Court challenging the order of the Rent Controller, arguing the lack of notice to quit. Two main points were raised: whether notice to quit was necessary, and whether the High Court had jurisdiction to entertain the suit.",1
115,"This case involves an appeal arising from an action filed by the respondents under the Fatal Accidents Act, 1855, against the appellant company, which operated a bus service. The accident occurred when one of the appellant's buses collided at Puliampatti, resulting in injuries to passengers and the death of Rajaratnam. The respondents, including Rajaratnam's family members, sought compensation for pecuniary loss and estate loss due to his death, alleging negligence on the part of the bus driver.

The defendants contested the claim, denying negligence and attributing the accident to the sudden failure of a bolt. The Subordinate Judge found the defendants liable for negligence and awarded compensation to the plaintiffs. The defendants appealed, raising two main points: whether the accident was due to the driver's negligence and the extent of damages payable to the plaintiffs.

The facts revealed that the accident occurred after a driver change, and the bus collided with a stone and a tree. Rajaratnam was thrown from the bus and later died in the hospital. Medical certificates and a dying declaration were presented as evidence.",0
116," The assessee, a dealer in groundnuts, operated a decorticating mill where other dealers entrusted groundnuts for processing. The assessee provided advances to these dealers and charged interest. After processing, the assessee sold the goods on behalf of the dealers and deducted the advances, interest, and processing charges before paying the balance to the dealers. The question arose whether the amount received should be included in the assessee's turnover for tax purposes. The Tribunal held that since the transaction did not involve the purchase of groundnuts by the assessee, it should not be included in the turnover. This decision was deemed correct as the transaction did not constitute taxable turnover for the assessee.",1
117,"The petitioner, a managing partner of a firm owning a factory, contested the enforcement of the Employees Provident Fund Act against them, arguing that the workers engaged in manufacturing bed-sheets and towels on hand-looms were not ""employed"" within the Act's definition. The workers were engaged on a piecework basis with no fixed hours and were considered casual laborers. The dispute centered on whether these workers qualified as employees under the Act. Despite no adjudication under Section 19-A of the Act, the court examined the nature of the relationship between the firm and the workers, applying principles of master-servant relationships and contracts for services. The court concluded that the demands should be stayed pending a decision on whether the factory qualified as per Section 1(3) of the Act.",1
118,"Dr. Ravindra Kumar Singh, also known as Dr. Rabindra Kumar Singh, appealed against his conviction under various sections of the Indian Penal Code and the Prevention of Corruption Act. He sought suspension of his sentence and release on bail citing his age (74 years) and health issues. The appellant had already served 28 months if production warrants were considered and six months otherwise. The defense argued for leniency based on the appellant's ailments, supported by medical documents. The CBI opposed leniency but did not dispute the appellant's health condition. Considering the time served, medical evidence, and precedent, the court granted bail on a bail bond of Rs. 25,000 with conditions.",1
119,"Nathulal Lalji Meghji Patel filed a regular bail application under Section 439 of the Code of Criminal Procedure in connection with an FIR registered at Dakor Police Station, Kheda. The charges against him include offenses under the Prohibition Act and various sections of the Indian Penal Code. The applicant was arrested on 12.07.2023 and has been in jail since then. The defense argued that the applicant was implicated based solely on the statement of a co-accused and that the investigation is complete. The prosecution opposed bail citing the gravity of the offense. After hearing both sides and considering the circumstances, the court granted bail to the applicant.",1
120,"The applicant filed an anticipatory bail application under Section 438 of the Code of Criminal Procedure, seeking protection from arrest in connection with an FIR registered at Sector-7 Police Station, District Gandhinagar. The charges against the applicant include offenses under various sections of the Indian Penal Code related to forgery and cheating in a competitive examination. The defense argued that the applicant had no active role in the offense and is willing to cooperate with the investigation. However, the prosecution opposed bail, citing the seriousness of the charges and the applicant's alleged absconding status since 2016. After hearing both sides and considering the circumstances, the court dismissed the bail application.",0
121,"The applicant filed an anticipatory bail application under Section 438 of the Code of Criminal Procedure, seeking protection from arrest in connection with an FIR registered at Kamrej Police Station, Surat (Rural). The charges against the applicant include offenses under various sections of the Indian Penal Code related to counterfeiting currency notes. The defense argued that the applicant was only involved in printing fake currency notes for movie shooting purposes and had no intention of circulating them. They claimed that the applicant cooperated with the investigation and that there was no evidence linking him to the circulation of counterfeit notes. However, the prosecution opposed bail, citing the seriousness of the charges, the applicant's alleged absconding status, and evidence suggesting his involvement in a large-scale conspiracy to circulate counterfeit currency.",0
122,"The appellant, father of the deceased, appeals against the bail granted to respondent No.2, accused of murdering his wife. Despite charges under Section 302 IPC, respondent No.2 obtained anticipatory bail and later regular bail, avoiding arrest. The appellant challenges the bail orders, arguing that the magistrate erred in granting bail for an offense punishable with death or life imprisonment. The High Court dismissed the revision without addressing legal issues. The Supreme Court holds the magistrate and High Court's actions as contrary to law, setting aside the bail orders and permitting respondent No.2 to apply for bail in the trial court, emphasizing proper consideration of bail in serious offenses.",1
123,"The prosecutrix accuses the appellant of harassment, including rape, over time, leading to an FIR in 2001 under Section 506(2) IPC. In 2010, she seeks to add charges under Section 376 IPC. After legal proceedings, anticipatory bail is granted to the appellant in 2013, later cancelled by the High Court in 2014. The appellant challenges this cancellation, arguing against undue restriction on anticipatory bail, considering the age of the allegations and his cooperation with legal proceedings.
The Supreme Court sets aside the High Court's cancellation of anticipatory bail, restoring the bail granted to the appellant by the Additional Sessions Judge in 2013. The court emphasizes the importance of balancing individual liberty with the interests of justice, especially considering the age of the allegations and the appellant's cooperation with legal proceedings.",1
124,"The petitioner, husband of respondent no.2 Sweta Kiran, seeks anticipatory bail after his previous attempts were rejected by the Sessions Judge and the High Court. Allegations from his wife include dowry demands by his parents, with threats of marrying another woman if not fulfilled, leading to her expulsion from their matrimonial home. The appellant denies these claims, asserting they are false accusations.The petitioner argues for his constitutional right to timely production before a Magistrate after arrest, emphasizing the seriousness of authorizing detention under Section 167 of the Cr.PC. He contends that arrests should meet the legal requirements of Section 41 of the Code, with Magistrates ensuring proper justification for detention based on facts, reasons, and materials provided by the arresting officers.",1
125,"The appeal concerns O.P. No. 43 of 1953, where Mahalingam Pillai, the appellant, sought dissolution of his marriage with respondent Amsavalli under Section 5(1)(b) of Madras Act VI of 1919. He alleged that Amsavalli had left him for another man, while she accused him of incest with his sister and subsequent violence. The Subordinate Judge dismissed Mahalingam's petition, prompting this appeal.

Regarding the costs for defending the appeal and alimony pendente lite, the Subordinate Judge initially directed Mahalingam to pay Rs. 100 but refused alimony pendente lite due to allegations against Amsavalli. However, in appeal, the court ordered Mahalingam to pay Rs. 100 for defense costs and Rs. 25 per month as alimony pendente lite. Despite his financial capacity, Mahalingam refused to comply with the order, hoping Amsavalli would withdraw her defense.",0
126,"The appeal arises from the dismissal of a petition under Article 226 by Balakrishna Aiyar, J., concerning the Vanguard Fire and General Insurance Co. Ltd. The company, having ceased insurance operations following a resolution, contested the Controller of Insurance's direction for investigation and deposit demand. The main argument revolved around whether the company remained an insurer post-resolution. The court examined relevant sections of the Insurance Act, particularly Section 2(9) and 33, to determine the applicability of the term ""insurer"" and upheld the Controller's actions, deeming the company subject to investigation despite the resolution.",0
127,"The case involves a dispute over a promissory note related to a lorry service partnership. Defendants argued the partnership agreement was illegal under the Motor Vehicles Act, rendering the promissory note unenforceable. The trial court initially ruled in favor of the defendants, but the appellate judge reversed the decision, stating the promissory note represented a legitimate transaction. Defendants then filed a Letters Patent Appeal, disputing the legality of the partnership and the enforceability of the promissory note. The appellate court ultimately sided with the defendants, ruling the partnership illegal and the promissory note unenforceable.",0
128,"The case involved a dispute over copyright infringement under the Copyright Act of 1957. The plaintiff, a firm called the United Concern, alleged that the defendant, the Daily Calendar Supplying Bureau, copied their oil painting of Lord Subramania and reproduced it for sale. The plaintiff claimed ownership of the copyrighted picture, which they had acquired from an artist in 1947 and subsequently printed and sold copies of. The defendant contested the plaintiff's claims, arguing that their depiction of Lord Subramania was not a substantial reproduction of the plaintiff's painting and therefore did not constitute copyright infringement.",1
129,"This second appeal concerns the declaration of presumed death of T.J. Bhagat, who disappeared on 12-12-1950 and has not been heard from since. His father, the first plaintiff, sought a declaration from the defendant Life Insurance Corporation of India regarding Bhagat's death to claim insurance policies. The lower courts granted a decree declaring Bhagat presumed dead, shifting the burden of proof to the defendant. However, the plaintiffs argued for a broader declaration, asserting Bhagat's presumed death from the date of his disappearance or from January 1951 when he failed to collect his regular allowance.",0
130,"The Commonwealth Assurance Co., Ltd., Bombay, filed an appeal against an order by the Motor Accidents Claims Tribunal directing them to pay Rs. 15,000/- as compensation to the legal representatives of Shamsir Khan, who died in a lorry accident. The accident occurred due to the negligent driving of the lorry driver hired by Nagarathinam, the owner of the vehicle. The Tribunal found the accident to be a result of negligence, which was not disputed in the appeal. However, the insurance company argued that they were not liable to compensate Shamsir Khan's legal representatives under the insurance policy.",1
131,"In this case, the petitioner challenged the correctness of an answer to a question in a written exam for the post of Law Officer. The question pertained to the immunity of a particular schedule of the Constitution from judicial review concerning the violation of fundamental rights. The petitioner argued that the correct answer was 'D' (none of the above), while the respondent deemed 'B' (Ninth Schedule) to be the correct answer. The petitioner claimed that their answer should be considered correct, and if so, they would be selected based on merit.

The court analyzed the question and referred to Article 31-B of the Constitution, which provides immunity to laws included in the Ninth Schedule from being declared null and void due to violations of fundamental rights. The court reasoned that since there are laws included in the Ninth Schedule, it qualifies as the correct answer to the question.Consequently, the court found no merit in the petitioner's argument and dismissed the petition. ",0
132,"Ennore Port Limited, now known as Kamarajar Port Limited, issued tenders for a Common User Coal Terminal project. A consortium, comprising South India Corporation Limited, Portia Management Services Management Limited, and Navayuga Engineering Limited, won the bid and formed an appellant company to execute the contract. Disputes arose, and the matter went to an Arbitral Tribunal. The tribunal issued a detailed award, setting aside liquidated damages, rejecting a business loss claim, and ordering payment for road construction costs. However, it rejected the appellant's claim for exemption from augmentation charges.",0
133,"The case involves an assessee company owning a tea plantation and factory, seeking a development rebate under section 33(1) of the Income Tax Act, 1961. The company claimed the rebate for machinery installed in the assessment year 1971-72 but not used due to labor unrest. The Income Tax Officer initially denied the claim, citing lack of actual use, but the Appellate Assistant Commissioner and the Tribunal ruled in favor of the assessee, considering the machinery's readiness for use. The Commissioner challenged this decision.",1
134,"This appeal arises from a motor accident claim filed by the legal representatives of a deceased passenger against the appellant insurance company and the owner of the vehicle. The accident occurred when the car, driven by the owner, collided with a parked lorry, resulting in the death of one of the car's occupants. The claimants argued that the deceased was traveling for the owner's business and sought compensation. The Insurance Company contended that the deceased was a gratuitous passenger and thus not covered under the insurance policy. The Tribunal awarded compensation against both the Insurance Company and the vehicle owner. The Insurance Company appealed solely on the grounds of policy coverage.",1
135,"The writ appeal contests an order under the Industrial Disputes Act, where the petitioner sought to quash a referral of an industrial dispute. Arguments revolve around the existence of a demand for reinstatement by dismissed workmen and the petitioner's refusal, with evidence suggesting dispute via representations and discussions. The court rejects the petitioner's contention that conciliation had ended, noting continued involvement of the conciliation officer. It dismisses objections raised by the petitioner, finding them lacking merit both legally and factually.",0
136,"The appellant, an insurance company, contests a compensation award in a motor accident claims case, arguing that the driver had no valid license, only a learner's license, making the insurance policy void. They cite a court decision supporting this argument. However, the respondent rebuts, stating the onus of proof lies with the insurer regarding policy breaches. They reference legal precedent emphasizing this point. The appellant further argues the ineffectiveness of a learner's license based on a previous court ruling, which exonerated an insurance company in a similar case. Ultimately, the appeal is dismissed.",0
137,"The petitioner, a cement manufacturer, challenged an order demanding excise duty issued by the Assistant Collector of Central Excise, alleging misdeclaration and misstatement of facts regarding the classification of their product. The petitioner had claimed exemption under a notification for their product marketed as ""Janatha Cem"", but the department contended it fell under a different tariff item, warranting duty payment.
The petitioner contended that the extended period for issuing a show cause notice did not apply, but the Collector of Central Excise upheld the demand, citing misstatement of facts. Despite the availability of an appeal, the petitioner approached the court under Article 226 of the Constitution.
The court upheld the Collector's order, emphasizing that the petitioner's misrepresentation regarding the product's classification justified invoking the extended period for issuing the notice. ",0
138,"The petitioner challenges the appointment of a Commissioner in a part-heard case regarding eviction under the Tamil Nadu Buildings (Lease and Rent Control) Act. The respondent landlord sought appointment to inspect the property occupied by the petitioner, alleging wilful default and acts of waste. The petitioner opposes, arguing that the appointment is premature and aimed at collecting evidence, which should occur after the closure of evidence. The petitioner files a petition under Article 227 of the Constitution, contending that the order is procedural and does not affect the parties' rights.",0
139,"The petitioners, including a company represented by its chairman and other directors, sought to quash a complaint (C.C. No. 430 of 2000) filed against them under Section 138 of the Negotiable Instruments Act, 1881. The complaint alleged that the accused-company issued a cheque for Rs. 4,68,581, which was dishonored, leading to the filing of the complaint by the complainant-company. However, the petitioners argued that the complainant received a demand draft for Rs. 2,00,000 towards part payment, reducing the outstanding amount to Rs. 2,68,581. They contended that since the cheque amount exceeded the debt owed, Section 138 of the Act could not be invoked.",1
140,"The appeal was filed by the Revenue under Section 260-A of the Income Tax Act, 1961, challenging the decision of the Income Tax Appellate Tribunal, Madras ""B"" Bench, dated July 13, 2004, in I.T.A. Nos. 1187/Mds/1998. The case involved M/s. Idhayam Publications Private Limited, which accepted a cash loan of Rs. 2,94,000 from M/s. Manian Creations, a sister concern, allegedly violating Section 269SS of the Act. The Deputy Commissioner of Income Tax imposed a penalty under Section 271-D for this violation, which was contested by the assessee. The Commissioner of Income Tax (Appeals) held that though there was a violation, the constitutional validity of Section 269SS was challenged based on a Madras High Court judgment, leading to the Tribunal's decision in favor of the assessee.",1
141,"The petitioner, accused in a case under section 138 of the Negotiable Instruments Act, filed a petition under section 45 of the Indian Evidence Act requesting to send the disputed cheque for handwriting expert's opinion. The petitioner argued that the signature on the cheque was in a different ink from the other particulars filled in, suggesting misuse by the respondent. However, the trial court rejected the plea, stating that since the petitioner admitted the signature, there was no necessity for expert opinion. The key points of contention were whether section 20 of the Negotiable Instruments Act applied to blank cheques signed by the drawer, whether a holder could fill up a blank cheque, and whether the disputed document could be sent to an expert for determining the age of the signature ink.",0
142,"The petitioner, a dealer in lubricants, purchased goods from M/s Classic Enterprises, which failed to file returns or pay taxes. Despite the petitioner paying taxes to M/s Classic Enterprises, the tax department issued notices to reverse input tax credit, citing the selling dealer's failure. The Assistant Commissioner upheld this decision, relying on Section 19(1) of the TNVAT Act and stating that payment by the petitioner didn't prove tax payment by the selling dealer. However, the court found this reasoning irrational and arbitrary. It noted that Section 19(1) allowed input tax credit if the dealer proved tax payment, which the petitioner did. Section 19(16) only applied to incorrect claims, not cases where taxes were genuinely paid to the selling dealer. Consequently, the court set aside the orders and allowed the writ petitions.",1
143,"A Habeas Corpus Petition has been filed challenging the detention of Marjith Alikhan under the Tamil Nadu Prevention of Dangerous Activities of Boot-Leggers, Drug Offenders, Goondas, etc. Act, 1982. The petitioner argues that the detention order should be quashed due to delay in disposing of the detenu's representation. Despite various grounds raised, the petitioner primarily focuses on this delay. The Additional Public Prosecutor argues that the petition is premature, citing a Supreme Court decision. However, the court finds that the delay in disposing of the representation violates constitutional provisions safeguarding personal liberty. Citing numerous precedents, the court sets aside the detention order and orders the detenu's immediate release unless required in another case.",1
144,"The case revolves around a property originally belonging to Kandasamy, allotted to him in a family partition in 1966. The second respondent, claiming entitlement to a share in the property, alleged it to be ancestral and was bequeathed a portion in a will by Kandasamy. However, before his demise, Kandasamy sold the portion to the petitioners in 2007. The second respondent entered a sale agreement in 2013, casting a cloud on the petitioners' title. The petitioners sought cancellation of this agreement, citing Circular No.67 (withdrawn) and Section 77-A of the Registration Act.",0
145,"The appellant was injured in a motor accident and claimed compensation under the Motor Vehicles Act, 1988. The Tribunal awarded him a sum of ?14,25,400, which included compensation for medical expenses, pain and suffering, loss of earning capacity, future medical expenses, etc. The High Court revised the compensation, particularly for loss of earning capacity, to ?19,65,600, considering the appellant's disability and future prospects. However, the Court found the assessment of loss of future earning capacity to be inadequate and increased it to ?4,01,400, with interest. The Court upheld the compensation awarded for other heads, except for loss of earning capacity.",1
146,"The case involves challenges to the selection process for Physical Training Instructors (PTI) in Haryana. The selection process faced allegations of irregularities, including changes in criteria, favoritism, and manipulation of marks. Several writ petitions were filed in the Punjab and Haryana High Court, challenging the selection process. The High Court found merit in the petitioners' arguments and set aside the selection, noting arbitrariness and malpractice in the selection process. The case also raised questions regarding the conversion of Craft and Vocational (C&V) teachers to Trained Graduate Teachers (TGT) and the applicability of relevant rules.",1
